repo,pr_number,category,pr_url,commit,commit_url,initial_flag,refactoring_type,refactoring_detail,confirmed_refactoring_flag,covered_refactoring_flag,floss_refactoring_flag,notes
apache/dubbo,3299,refactoring-inducing PR,https://github.com/apache/dubbo/pull/3299,2393ea120e3f5c9c021a00e2e02ba01e03d5acce,https://github.com/apache/dubbo/commit/2393ea120e3f5c9c021a00e2e02ba01e03d5acce,False,Replace Variable With Attribute,timeout : Timeout to heartBeatTimerTask : HeartbeatTimerTask in method private doClose() : void in class org.apache.dubbo.remoting.exchange.support.header.HeaderExchangeClient,true,true,false,A reviewer asked if previous object type was overkill.
apache/dubbo,3299,refactoring-inducing PR,https://github.com/apache/dubbo/pull/3299,2393ea120e3f5c9c021a00e2e02ba01e03d5acce,https://github.com/apache/dubbo/commit/2393ea120e3f5c9c021a00e2e02ba01e03d5acce,False,Change Variable Type,timeout : Timeout to heartBeatTimerTask : HeartbeatTimerTask in method private doClose() : void in class org.apache.dubbo.remoting.exchange.support.header.HeaderExchangeClient,true,true,false,A reviewer asked if previous object type was overkill.
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,e37c22bb8ef708815c83398287331a42bd737c22,https://github.com/apache/fluo/commit/e37c22bb8ef708815c83398287331a42bd737c22,True,,,,,,PR comprises corrective changes (fixing faults) | No bot.
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method,private encB(columns Collection<Bytes>) : String renamed to private toStringEncNonAsciiCB(columns Collection<Bytes>) : String in class org.apache.fluo.core.log.TracingTransaction,true,true,false,A reviewer’s suggestion inspired the PR’s author to perform rename refactorings | A reviewer induced all rename changes by saying that names were obfuscated | A Rename Method (enc -> toStringEncNonAscii) was suppressed by RefactoringMiner. 
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method,private encRC(ret Collection<RowColumn>) : String renamed to private toStringEncNonAsciiCRC(ret Collection<RowColumn>) : String in class org.apache.fluo.core.log.TracingTransaction,true,true,false,A reviewer induced all rename changes by saying that names were obfuscated
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Change Parameter Type,"ret : Map<RowColumn,Bytes> to ret : Map<Bytes,Map<Column,Bytes>> in method private toStringEncNonAsciiMBMCB(ret Map<Bytes,Map<Column,Bytes>>) : String in class org.apache.fluo.core.log.TracingTransaction",true,false,false,No notes.
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method,"private encRCM(ret Map<RowColumn,Bytes>) : String renamed to private toStringEncNonAsciiMBMCB(ret Map<Bytes,Map<Column,Bytes>>) : String in class org.apache.fluo.core.log.TracingTransaction",true,true,false,A reviewer induced all rename changes by saying that names were obfuscated
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Change Parameter Type,"ret : Map<Bytes,Map<Column,Bytes>> to ret : Map<RowColumn,Bytes> in method private toStringEncNonAsciiMRCB(ret Map<RowColumn,Bytes>) : String in class org.apache.fluo.core.log.TracingTransaction",true,false,false,No notes.
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method,"private encRC(ret Map<Bytes,Map<Column,Bytes>>) : String renamed to private toStringEncNonAsciiMRCB(ret Map<RowColumn,Bytes>) : String in class org.apache.fluo.core.log.TracingTransaction",true,true,false,A reviewer induced all rename changes by saying that names were obfuscated
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method,private encC(columns Collection<Column>) : String renamed to private toStringEncNonAsciiCC(columns Collection<Column>) : String in class org.apache.fluo.core.log.TracingTransaction,true,true,false,A reviewer induced all rename changes by saying that names were obfuscated
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method,"private encC(ret Map<Column,Bytes>) : String renamed to private toStringEncNonAsciiMCB(ret Map<Column,Bytes>) : String in class org.apache.fluo.core.log.TracingTransaction",true,true,false,A reviewer induced all rename changes by saying that names were obfuscated
apache/fluo,837,refactoring-inducing PR,https://github.com/apache/fluo/pull/837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,https://github.com/apache/fluo/commit/48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method,"private encMBC(m Map<Bytes,Set<Column>>) : String renamed to private toStringEncNonAsciiMBSC(m Map<Bytes,Set<Column>>) : String in class org.apache.fluo.core.log.TracingTransaction",true,true,false,A reviewer induced all rename changes by saying that names were obfuscated
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type,"BiMap<Long,TupleTag<?>> to void in method private translateOutputs(outputs Map<TupleTag<?>,PValue>, stepContext StepTranslationContext) : void in class org.apache.beam.runners.dataflow.DataflowPipelineTranslator",,,,PR comprises perfective changes (simplification) | No bot | PR presents a checklist consisting of steps to contribute with the repository.
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Parameter Type,"mainOutput : long to mainOutput : TupleTag<?> in method private translateFn(stepContext StepTranslationContext, ptransformId String, fn DoFn, windowingStrategy WindowingStrategy, sideInputs Iterable<PCollectionView<?>>, inputCoder Coder, context TranslationContext, mainOutput TupleTag<?>) : void in class org.apache.beam.runners.dataflow.DataflowPipelineTranslator",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type,"long to void in method public addOutput(name String, value PCollection<?>) : void in class org.apache.beam.runners.dataflow.DataflowPipelineTranslator.StepTranslator",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type,"long to void in method public addCollectionToSingletonOutput(inputValue PCollection<?>, outputName String, outputValue PCollectionView<?>) : void in class org.apache.beam.runners.dataflow.DataflowPipelineTranslator.StepTranslator",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type,"long to void in method private addOutput(name String, value PValue, valueCoder Coder<?>) : void in class org.apache.beam.runners.dataflow.DataflowPipelineTranslator.StepTranslator",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type,long to TupleTag<OutputT> in method public getMainOutput() : TupleTag<OutputT> in class org.apache.beam.sdk.util.DoFnInfo,,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Attribute Type,mainOutput : long to mainOutput : TupleTag<OutputT> in class org.apache.beam.sdk.util.DoFnInfo,,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Parameter Type,"mainOutput : long to mainOutput : TupleTag<OutputT> in method public forFn(doFn DoFn<InputT,OutputT>, windowingStrategy WindowingStrategy<?,?>, sideInputViews Iterable<PCollectionView<?>>, inputCoder Coder<InputT>, mainOutput TupleTag<OutputT>) : DoFnInfo<InputT,OutputT> in class org.apache.beam.sdk.util.DoFnInfo",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Parameter Type,"mainOutput : long to mainOutput : TupleTag<OutputT> in method private DoFnInfo(doFn DoFn<InputT,OutputT>, windowingStrategy WindowingStrategy<?,?>, sideInputViews Iterable<PCollectionView<?>>, inputCoder Coder<InputT>, mainOutput TupleTag<OutputT>) in class org.apache.beam.sdk.util.DoFnInfo",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Variable Type,"tagToOutputMap : ImmutableMultimap<TupleTag<?>,FnDataReceiver<WindowedValue<?>>> to tagToOutputMap : ListMultimap<TupleTag<?>,FnDataReceiver<WindowedValue<?>>> in method public createRunnerForPTransform(pipelineOptions PipelineOptions, beamFnDataClient BeamFnDataClient, beamFnStateClient BeamFnStateClient, pTransformId String, pTransform PTransform, processBundleInstructionId Supplier<String>, pCollections Map<String,PCollection>, coders Map<String,RunnerApi.Coder>, windowingStrategies Map<String,RunnerApi.WindowingStrategy>, pCollectionIdsToConsumers Multimap<String,FnDataReceiver<WindowedValue<?>>>, addStartFunction Consumer<ThrowingRunnable>, addFinishFunction Consumer<ThrowingRunnable>) : DoFnRunner<InputT,OutputT> in class org.apache.beam.fn.harness.FnApiDoFnRunner.Factory",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Variable Type,"tagToConsumer : Multimap<TupleTag<?>,FnDataReceiver<WindowedValue<?>>> to tagToConsumer : ListMultimap<TupleTag<?>,FnDataReceiver<WindowedValue<?>>> in method public createRunnerForPTransform(pipelineOptions PipelineOptions, beamFnDataClient BeamFnDataClient, beamFnStateClient BeamFnStateClient, pTransformId String, pTransform RunnerApi.PTransform, processBundleInstructionId Supplier<String>, pCollections Map<String,RunnerApi.PCollection>, coders Map<String,RunnerApi.Coder>, windowingStrategies Map<String,RunnerApi.WindowingStrategy>, pCollectionIdsToConsumers Multimap<String,FnDataReceiver<WindowedValue<?>>>, addStartFunction Consumer<ThrowingRunnable>, addFinishFunction Consumer<ThrowingRunnable>) : DoFnRunner<InputT,OutputT> in class org.apache.beam.fn.harness.FnApiDoFnRunner.NewFactory",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type,"long to void in method public addOutput(name String, value PCollection<?>) : void in class org.apache.beam.runners.dataflow.TransformTranslator.StepTranslationContext",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,https://github.com/apache/beam/commit/ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type,"long to void in method public addCollectionToSingletonOutput(inputValue PCollection<?>, outputName String, outputValue PCollectionView<?>) : void in class org.apache.beam.runners.dataflow.TransformTranslator.StepTranslationContext",,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,0496d801bbc597382df7d1f301f430bf86dae580,https://github.com/apache/beam/commit/0496d801bbc597382df7d1f301f430bf86dae580,False,Change Variable Type,outputIds : List<Long> to outputIds : List<String> in method private assertAllStepOutputsHaveUniqueIds(job Job) : void in class org.apache.beam.runners.dataflow.DataflowPipelineTranslatorTest,true,false,false,PR's author provided clarifications to reviewer's questions (concerning code logic) | The reviewers only suggested behavioral changes
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,0496d801bbc597382df7d1f301f430bf86dae580,https://github.com/apache/beam/commit/0496d801bbc597382df7d1f301f430bf86dae580,False,Change Variable Type,uniqueOutputNames : Set<Long> to uniqueOutputNames : Set<String> in method private assertAllStepOutputsHaveUniqueIds(job Job) : void in class org.apache.beam.runners.dataflow.DataflowPipelineTranslatorTest,true,false,false,The reviewers only suggested behavioral changes
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,4a67f6d4eeeee05066bb83766abe79e853fd865f,https://github.com/apache/beam/commit/4a67f6d4eeeee05066bb83766abe79e853fd865f,False,,,,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,faefd36b73eb29d0161fbd198459748436ab91ca,https://github.com/apache/beam/commit/faefd36b73eb29d0161fbd198459748436ab91ca,False,,,,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,545a32e13d6840fc4e394f63c1ed599c4d3e1807,https://github.com/apache/beam/commit/545a32e13d6840fc4e394f63c1ed599c4d3e1807,False,,,,,,
apache/beam,4460,refactoring-inducing PR,https://github.com/apache/beam/pull/4460,7f8201755cbb97ab0731b9f82feb823109592cc2,https://github.com/apache/beam/commit/7f8201755cbb97ab0731b9f82feb823109592cc2,False,,,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type,CheckpointStorage to AbstractFsCheckpointStorage in method protected createCheckpointStorage(checkpointDir Path) : AbstractFsCheckpointStorage in class org.apache.flink.runtime.state.filesystem.FsCheckpointStorageTest,,,,PR comprises corrective changes (fixing faults) | A flinkbot does a checklist and suggests a PR review guide.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type,"CheckpointStorage to AbstractFsCheckpointStorage in method protected createCheckpointStorageWithSavepointDir(checkpointDir Path, savepointDir Path) : AbstractFsCheckpointStorage in class org.apache.flink.runtime.state.filesystem.FsCheckpointStorageTest",,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Extract Attribute,private checkpointOptions : CheckpointOptions in class org.apache.flink.runtime.state.StateBackendMigrationTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Rename Attribute,checkpointStorageLocation : CheckpointStorageLocation to checkpointStreamFactory : CheckpointStreamFactory in class org.apache.flink.runtime.state.StateBackendMigrationTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Attribute Type,checkpointStorageLocation : CheckpointStorageLocation to checkpointStreamFactory : CheckpointStreamFactory in class org.apache.flink.runtime.state.StateBackendMigrationTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type,CheckpointStorage to AbstractFsCheckpointStorage in method protected abstract createCheckpointStorage(checkpointDir Path) : AbstractFsCheckpointStorage in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type,"CheckpointStorage to AbstractFsCheckpointStorage in method protected abstract createCheckpointStorageWithSavepointDir(checkpointDir Path, savepointDir Path) : AbstractFsCheckpointStorage in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase",,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type,storage : CheckpointStorage to storage : AbstractFsCheckpointStorage in method public testPointerPathResolution() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type,storage : CheckpointStorage to storage : AbstractFsCheckpointStorage in method public testFailingPointerPathResolution() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type,storage1 : CheckpointStorage to storage1 : AbstractFsCheckpointStorage in method public testPersistMultipleMetadataOnlyCheckpoints() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type,storage2 : CheckpointStorage to storage2 : AbstractFsCheckpointStorage in method public testPersistMultipleMetadataOnlyCheckpoints() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type,storage : CheckpointStorage to storage : AbstractFsCheckpointStorage in method public writeToAlreadyExistingCheckpointFails() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type,storage : CheckpointStorage to storage : AbstractFsCheckpointStorage in method public testNoSavepointPathConfiguredNoTarget() : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type,"storage : CheckpointStorage to storage : AbstractFsCheckpointStorage in method private testSavepoint(savepointDir Path, customDir Path, expectedParent Path) : void in class org.apache.flink.runtime.state.filesystem.AbstractFileCheckpointStorageTestBase",,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type,checkpointStorage : CheckpointStorage to checkpointStorage : CheckpointCoordinatorStorage in method private createTestingSavepoint() : URI in class org.apache.flink.runtime.dispatcher.DispatcherTest,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type,CheckpointStorage to AbstractFsCheckpointStorage in method protected createCheckpointStorage(checkpointDir Path) : AbstractFsCheckpointStorage in class org.apache.flink.runtime.state.memory.MemoryCheckpointStorageTest,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type,"CheckpointStorage to AbstractFsCheckpointStorage in method protected createCheckpointStorageWithSavepointDir(checkpointDir Path, savepointDir Path) : AbstractFsCheckpointStorage in class org.apache.flink.runtime.state.memory.MemoryCheckpointStorageTest",,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type,CheckpointStorage to CheckpointCoordinatorStorage in method public getCheckpointStorage() : CheckpointCoordinatorStorage in class org.apache.flink.runtime.checkpoint.CheckpointCoordinator,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Attribute Type,checkpointStorage : CheckpointStorage to checkpointStorage : CheckpointCoordinatorStorage in class org.apache.flink.runtime.checkpoint.CheckpointCoordinator,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type,CheckpointStorageLocation to CheckpointStreamFactory in method private createCheckpointStreamFactory() : CheckpointStreamFactory in class org.apache.flink.runtime.state.ttl.StateBackendTestContext,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Rename Method,private createCheckpointStorageLocation() : CheckpointStorageLocation renamed to private createCheckpointStreamFactory() : CheckpointStreamFactory in class org.apache.flink.runtime.state.ttl.StateBackendTestContext,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Rename Attribute,checkpointStorageLocation : CheckpointStorageLocation to checkpointStreamFactory : CheckpointStreamFactory in class org.apache.flink.runtime.state.ttl.StateBackendTestContext,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Attribute Type,checkpointStorageLocation : CheckpointStorageLocation to checkpointStreamFactory : CheckpointStreamFactory in class org.apache.flink.runtime.state.ttl.StateBackendTestContext,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Extract Attribute,private checkpointOptions : CheckpointOptions in class org.apache.flink.runtime.state.StateBackendTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Rename Attribute,checkpointStorageLocation : CheckpointStorageLocation to checkpointStreamFactory : CheckpointStreamFactory in class org.apache.flink.runtime.state.StateBackendTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,https://github.com/apache/flink/commit/87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Attribute Type,checkpointStorageLocation : CheckpointStorageLocation to checkpointStreamFactory : CheckpointStreamFactory in class org.apache.flink.runtime.state.StateBackendTestBase,,,,
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Rename Class,org.apache.flink.runtime.state.CheckpointCoordinatorStorage renamed to org.apache.flink.runtime.state.CheckpointStorageCoordinatorView,true,true,false,This commit addresses a review comment (by refactoring) | A review comment in the previous commit consists of an in-depth suggestion of improvement in order to reduce problems related to casts (reviewer induced changes by saying that the cast should be avoided by creating an interface that extended other classes)
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type,checkpointStorage : CheckpointStorage to checkpointStorage : CheckpointStorageWorkerView in class org.apache.flink.streaming.runtime.operators.GenericWriteAheadSink,true,true,false,Refactoring applied to indirectly address a review comment 
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,CheckpointStorage to CheckpointStorageWorkerView in method public getCheckpointStorage() : CheckpointStorageWorkerView in class org.apache.flink.streaming.runtime.tasks.StreamTask,true,true,false,Refactoring led by author’s suggestion in the discussion.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type,checkpointStorage : CheckpointStorage to checkpointStorage : CheckpointStorageWorkerView in class org.apache.flink.streaming.runtime.tasks.StreamTask,true,true,false,Refactoring led by author’s suggestion in the discussion.
apache/flink,7970,refactoring-inducing PR,https://github.com/apache/flink/pull/7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,https://github.com/apache/flink/commit/859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type,AbstractFsCheckpointStorage to CheckpointStorage in method protected createCheckpointStorage(checkpointDir Path) : CheckpointStorage in class org.apache.flink.runtime.state.filesystem.FsCheckpointStorageTest,true,true,false,Refactoring applied to indirectly address a review comment 
