repo,pr_number,commit,initial_flag,refactoring_type
apache/kafka,6848,fe3c68b51abf5d9aba69d1581e57734ef4808574,True,Change Variable Type
apache/kafka,6848,fe3c68b51abf5d9aba69d1581e57734ef4808574,True,Change Variable Type
apache/kafka,6848,fe3c68b51abf5d9aba69d1581e57734ef4808574,True,Change Variable Type
apache/kafka,6848,a46c0e1af8dd0a20eae0cf8b78d7d2dfa562c8b0,False,
apache/kafka,6848,6586caf872f399d5002633d906672fbf4bcf5e06,False,Rename Method
apache/kafka,6848,6586caf872f399d5002633d906672fbf4bcf5e06,False,Rename Method
apache/kafka,6848,6586caf872f399d5002633d906672fbf4bcf5e06,False,Rename Method
apache/kafka,6848,166ec22f7b131b5f2501287ce2d7022e67575f0e,False,Rename Parameter
apache/brooklyn-server,964,9539ccf65fecf5abd944b371ee36fb5a265484e7,True,Extract Variable
apache/brooklyn-server,964,ff38a5c80c0d77b81316623d749b76bf3dd1a78e,True,
apache/brooklyn-server,964,492ebd58552b8f691ee22e0dd76e535fea56ef2c,True,
apache/brooklyn-server,964,49ee11d6c90620cf935330249b1c6d5ea9351d27,False,Rename Attribute
apache/brooklyn-server,964,49ee11d6c90620cf935330249b1c6d5ea9351d27,False,Rename Method
apache/brooklyn-server,964,49ee11d6c90620cf935330249b1c6d5ea9351d27,False,Rename Attribute
apache/struts,43,30df43f1fa01ecbbc021d47cadb3cd759bdba8f9,True,Extract Method
apache/struts,43,30df43f1fa01ecbbc021d47cadb3cd759bdba8f9,True,Extract Method
apache/struts,43,30df43f1fa01ecbbc021d47cadb3cd759bdba8f9,True,Extract Method
apache/struts,43,30df43f1fa01ecbbc021d47cadb3cd759bdba8f9,True,Extract Method
apache/struts,43,30df43f1fa01ecbbc021d47cadb3cd759bdba8f9,True,Extract Method
apache/struts,43,a778ba1a3d4ff03ed4103569937317bf1dafb2bd,False,Rename Attribute
apache/struts,43,88bfeb556d10dbb8ea4734e2e80dc40beca13645,False,
apache/struts,43,f18e24d2ac310a043025a8ace1c6b01d4dd179b6,False,Rename Method
apache/cloudstack,2833,0ecc61aafa9c5d08e2da9603c4e10618c2ae35d8,True,
apache/cloudstack,2833,df9d31030ec06d55937918f6147653b131942dfa,False,Change Variable Type
apache/cloudstack,2833,df9d31030ec06d55937918f6147653b131942dfa,False,Rename Variable
apache/cloudstack,2833,fa144f2f8b34b0f48378137ec6e93e4064081522,False,
apache/dubbo,3174,d56d8d9d323958c8709d36aff0a0769019521d43,True,
apache/dubbo,3174,abe5600e6c1ff0a594cad36b5f8b1cc029d7e9c1,False,
apache/dubbo,3174,c8c1f7b44c4fcb1db7a665d811917fa2d7aff31c,False,
apache/dubbo,3174,6d1c1227b3aad22ecd54c050a9054d98799e63d7,False,Change Variable Type
apache/dubbo,3174,6d1c1227b3aad22ecd54c050a9054d98799e63d7,False,Rename Variable
apache/dubbo,3174,a19cb2ab9426a76d68038634ccdb8488647f42d5,False,Change Variable Type
apache/dubbo,3174,a19cb2ab9426a76d68038634ccdb8488647f42d5,False,Rename Variable
apache/dubbo,2445,5054b3b5cf13b22572297278daaae73530275abf,True,Change Variable Type
apache/dubbo,2445,5054b3b5cf13b22572297278daaae73530275abf,True,Rename Variable
apache/dubbo,2445,80e7a8ac356ba9135abb4c0ec0c3d1cdb4b96344,False,
apache/dubbo,2445,fc521dd13db5246b8d0e6dae87206f15929fd8f6,False,Change Attribute Type
apache/dubbo,2445,1b58dbe8a021582413945c1e769f6ab53d963fbc,False,Rename Variable
apache/dubbo,2445,1b58dbe8a021582413945c1e769f6ab53d963fbc,False,Rename Variable
apache/dubbo,2445,43c377fb7f866c1a0ac4ada53382f8f20ff88a90,False,
apache/kafka,4796,363159006d5389e0968a653a5d06e27c3fd87fa9,True,
apache/kafka,4796,28fe14f3d5dd83c4a88a00c66eaca46d757428c0,False,Rename Variable
apache/kafka,4796,28fe14f3d5dd83c4a88a00c66eaca46d757428c0,False,Rename Variable
apache/kafka,4796,28fe14f3d5dd83c4a88a00c66eaca46d757428c0,False,Change Attribute Type
apache/kafka,4796,5e02dacc91933e526d06c5ace89104209c57f744,False,
apache/kafka,4796,8c7418f407bf209a89a9ac39b291274ac3674754,False,
apache/kafka,4796,0cffbb574057326184b3234be3883711bd9aff82,False,
apache/dubbo,4099,9a427801b3c03798de1036f2e3f1646a6c7b7cca,True,
apache/dubbo,4099,77d802ec3cb65ff571df6445ba5fc647cd8b7ff2,False,
apache/dubbo,4099,5c73899641d1e7fb1d427f95083d7357935d27e9,False,
apache/dubbo,4099,b2dbff3043592f002c9038413034c85b31d33f0e,False,
apache/dubbo,4099,737da2b9bcf12927fe9cca7c044ecc4d2635f9a3,False,
apache/dubbo,4099,839f7a34451560f75a71eb3f7e6f0b70f94b8718,False,
apache/dubbo,4099,bc41e2d00c98a2d2e44a7c175e69a7d699bf78ba,False,Move Class
apache/dubbo,4099,4c8516c9f483e41ef52c929877ded17100b10d14,False,Change Package
apache/dubbo,4099,4c8516c9f483e41ef52c929877ded17100b10d14,False,Move Class
apache/dubbo,4099,4c8516c9f483e41ef52c929877ded17100b10d14,False,Move Class
apache/dubbo,4099,ab6a81827041443e6cbabbcc79ddea65373ed157,False,
apache/dubbo,4099,beb570d4941a2c53471a591b189ae66469d88ce3,False,
apache/dubbo,4099,f4a54909d0deee69fcc4cef48a893baf3f7b0e55,False,
apache/tomee,407,898af3bf7ae1877aa2f59ea19c4b337af4707112,True,
apache/tomee,407,33e7b743cdef618f544ea66feefcc8238697eae4,True,
apache/tomee,407,3d22d4342357eb5a118716c71d4ec05e61007221,False,Change Package
apache/tomee,407,3d22d4342357eb5a118716c71d4ec05e61007221,False,Move Class
apache/tomee,407,3d22d4342357eb5a118716c71d4ec05e61007221,False,Move Class
apache/tomee,407,3d22d4342357eb5a118716c71d4ec05e61007221,False,Move Class
apache/tomee,407,bdf65b0398ffa1ba034e0b4632e5bb58d64aa83b,False,
apache/tomee,407,abb85c55b4e9acb8cd16466b2858d1bbaae93f5e,False,
apache/kafka,6853,7005573c7e181527df7a8b6af79aa72efb46635e,True,
apache/kafka,6853,d4c2a4ad3c72b1d2a0f38a44a6bd581ce7391472,False,Rename Parameter
apache/kafka,6853,c5b55c532d032360a1412bbbce5245eb95297f03,False,Change Parameter Type
apache/kafka,6853,3e043ac09b0992f26218fb1912a79075d646aa22,False,
apache/knox,74,7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,True,Extract Method
apache/knox,74,7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,True,Extract Variable
apache/knox,74,7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,True,Rename Variable
apache/knox,74,99dea2bb78b4fe68133419064af1adccca7f2b74,False,Rename Parameter
apache/knox,74,99dea2bb78b4fe68133419064af1adccca7f2b74,False,Change Parameter Type
apache/logging-log4j2,213,67c2e2247d2b4a0346d12f50c0830c28f62e2913,True,
apache/logging-log4j2,213,6bb9b4e54262ada9088c4d7d14759e14b5eb2356,True,
apache/logging-log4j2,213,ffbddf79a7eae9e13b9ba20fee3929c73fe4834a,True,
apache/logging-log4j2,213,06df89368ec473be5e5fe9ab9f900b3161d33b5b,True,
apache/logging-log4j2,213,fb94167be23a2a25315862e52060e775fcf8ed84,True,
apache/logging-log4j2,213,b5e2cbaf1af100c875a80f11ee62e1b4561130da,True,
apache/logging-log4j2,213,c7d70a8f37ea218e57a1eee0f41501ce5fce2362,False,
apache/logging-log4j2,213,14badeae425ee76196c5eb0abadfca99eb282a11,False,
apache/logging-log4j2,213,b485a190e329c6b2552544888feb64641c249185,False,Extract Method
apache/logging-log4j2,213,b485a190e329c6b2552544888feb64641c249185,False,Rename Attribute
apache/logging-log4j2,213,b485a190e329c6b2552544888feb64641c249185,False,Rename Attribute
apache/logging-log4j2,213,c21a5dd1f7c6f057601a700f3c5b68daf79f1161,False,
apache/tinkerpop,1110,138a4a9b49c696acb8ab2a348e4ccd712dca94b0,True,Extract Method
apache/tinkerpop,1110,138a4a9b49c696acb8ab2a348e4ccd712dca94b0,True,Extract Variable
apache/tinkerpop,1110,bebd9e72c6a32736d890c0029d6581143ee5e139,True,
apache/tinkerpop,1110,9d7bcebe8ca22fbeead04e1f7fc9c9092c06137b,False,Extract Method
apache/tinkerpop,1110,128662ba0ba7368f36bdd6d68243de4fa3dc82ae,False,Rename Attribute
apache/rocketmq-externals,45,f95b989438d863259192d85946ca02b7bcee73ac,True,
apache/rocketmq-externals,45,6080c634bbadd975ad215f3e57a0f05cabe9d7b1,False,Move Class
apache/rocketmq-externals,45,6080c634bbadd975ad215f3e57a0f05cabe9d7b1,False,Move Class
apache/rocketmq-externals,45,6080c634bbadd975ad215f3e57a0f05cabe9d7b1,False,Move Class
apache/rocketmq-externals,45,fb0875657d6b04f735cf060e59fc665ced780674,False,Rename Class
apache/rocketmq-externals,45,fb0875657d6b04f735cf060e59fc665ced780674,False,Rename Class
apache/rocketmq-externals,45,09d9cd9d066619e946d720489e2e3cd12795a5b9,False,
apache/tomee,89,2b72bc89d949420183329dd559c274435c2b1d06,True,
apache/tomee,89,85799f936236b21f684e27dbb5c770c7a3f45997,True,
apache/tomee,89,0d1e10edd6449688fe24e940f71098b46df9ca24,True,Change Return Type
apache/tomee,89,0d1e10edd6449688fe24e940f71098b46df9ca24,True,Change Attribute Type
apache/tomee,89,0d1e10edd6449688fe24e940f71098b46df9ca24,True,Change Parameter Type
apache/tomee,89,0d1e10edd6449688fe24e940f71098b46df9ca24,True,Change Variable Type
apache/tomee,89,0d1e10edd6449688fe24e940f71098b46df9ca24,True,Rename Variable
apache/tomee,89,9c14be978c5118469ecae558ed21e1277844af17,True,Move Method
apache/tomee,89,9c14be978c5118469ecae558ed21e1277844af17,True,Move Method
apache/tomee,89,f7e0578aa0a97d99be24efa68ace696824b3a419,True,
apache/tomee,89,3efb124a575d77570d26971cac38e458cacedc9d,True,
apache/tomee,89,1e87ba3adb1720270f9edf77d9d2bd6f6c0e0c99,True,
apache/tomee,89,b57641372214ab5dce8e0e446f815cd1fdd87603,True,Rename Method
apache/tomee,89,c73a5a910836635b4e9b5b08293d8b3cb03edfe6,True,
apache/tomee,89,209262230cb9f1c241a75fcfa820ad39e1586bc9,True,
apache/tomee,89,6a0d6390e6c776486b98924333fd9bd356ec45ee,True,Rename Method
apache/tomee,89,bf3a4ef6b61fc314cb5d7392612a011ba1e8acff,False,
apache/tomee,89,13b1458b4bcf4e960956af8d28046ba9925a8821,False,
apache/tomee,89,0c1f96a02e78e1c4cdb822d0a7ffaf57fdfabb08,False,
apache/tomee,89,2cac5ad77037c8ab3434e5ec4ecaa42d5be54e77,False,
apache/tomee,89,8dbaee9ef489228bbc64b9c6d625404f32db876b,False,
apache/tomee,89,c6da93c10b86ce3d7950160168138b6a48525e07,False,
apache/tomee,89,7fcd0ee000a85ba9a0a054480acccb56bea9aa16,False,
apache/tomee,89,1909894a486d12483b47b4867f7bcd7461105b5d,False,
apache/tomee,89,86f20fec7b6d6b09e52c346e738dad0215b7afaa,False,Move Class
apache/tomee,89,86f20fec7b6d6b09e52c346e738dad0215b7afaa,False,Rename Class
apache/tomee,89,86f20fec7b6d6b09e52c346e738dad0215b7afaa,False,Rename Class
apache/tomee,89,36036ed7fadfd5b49ef6be2b8ac65e0cc0794b5c,False,
apache/tomee,89,8df8d52f88f59efa9bb5a77c8607a52dd485daea,False,Rename Class
apache/tomee,89,909fe451528a3b7a6c9a046db2ed8518941a3d79,False,
apache/tomee,89,0194b931b00baba88b35d105af45faeba62e4676,False,
apache/tomee,89,d747b890973916a7bd1cb60e68462606b9d13362,False,
apache/tomee,89,c3ec63447ed420b5c3926b48eac4e8c39c249030,False,
apache/tomee,89,2418cef4c4fa38c2efde77ecd6de86023c337830,False,
apache/sling-org-apache-sling-feature-analyser,16,3847feaa94055082c1d96f15583db64adde96d78,True,Extract Class
apache/sling-org-apache-sling-feature-analyser,16,3847feaa94055082c1d96f15583db64adde96d78,True,Move Method
apache/sling-org-apache-sling-feature-analyser,16,5ece35f7a8eedd90b798e07dbe651baa36014c18,False,
apache/sling-org-apache-sling-feature-analyser,16,dbec3dc2ab5dbec318067602131b13e89e943e37,False,
apache/sling-org-apache-sling-feature-analyser,16,ca583ed15fa877c6fb68535d5311ce2e57fb58cf,False,Extract Method
apache/sling-org-apache-sling-feature-analyser,16,ca583ed15fa877c6fb68535d5311ce2e57fb58cf,False,Parameterize Variable
apache/sling-org-apache-sling-feature-analyser,16,b44046c0ecad988d6de9e5376147dd2d4a2a8fa2,False,
apache/sling-org-apache-sling-feature-analyser,16,90a458831a7d7ea521b201066f85b8ce38dab408,False,
apache/tika,234,ceb7b42ba2e342e7becb81d0c661ccd6209a915e,True,Extract Method
apache/tika,234,1fae340976e054bc8206cf79dff8b33758eebe82,True,
apache/tika,234,d2c412940b976e607b698b598e25481495d0b8e4,False,Extract Method
apache/tika,234,d2c412940b976e607b698b598e25481495d0b8e4,False,Parameterize Variable
apache/tika,234,fb4e39323b1d0576ea8066065febae94765a96c2,False,
apache/kafka,5368,306a24704f13d6e331fc09d1a55b6691af6b86d8,True,
apache/kafka,5368,77c2b8ce930c2b3f952d93cb188c39e20117b4ea,False,
apache/kafka,5368,19d77c6a949cbb62138079f1d62d1b7bd11045af,False,
apache/kafka,5368,2ae84c679dd2c1a413fdf7297e97c181033b55be,False,
apache/tinkerpop,690,a655e2649ab9a6ba1885dde317d81e845a7507b8,True,
apache/tinkerpop,690,07280168178a89655dead07a2435fada36eb813e,False,
apache/accumulo-examples,50,3369f8e9e5069f0ccb88105d9ab40af4bbb3fe65,True,
apache/accumulo-examples,50,3c3cdb102cadbe4eac4d6378a2c9614db9ed143c,False,
apache/beam,6317,be5600b0ee80ca33437709ca6912a8dea7539b54,True,
apache/beam,6317,e7aa13c1b706399e5d156ec68285092d69872f21,False,
apache/dubbo,3331,4b82c3e148b3db495ede12b9c38ff37a9aa8a4ee,True,
apache/dubbo,3331,ede7c98d86410b7eb1e10b2069108ec5b7b419dc,False,
apache/kafka,6758,9ed5e7ecf2b74d55a940dda60f1f911564af1e85,True,
apache/kafka,6758,519d18be575899ecba00fa86ee05a2c055929fe8,False,
apache/kafka,6758,738e3b4c98f94684211afea67c68be9990b8cdf4,False,
apache/kafka,6758,bef0240ac300e4758943a7528773d138edc55589,False,
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Inline Variable
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Rename Variable
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Rename Variable
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Inline Variable
apache/incubator-pinot,880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method
apache/incubator-pinot,880,fb1d540ffda80ed8bce7147651da6ea3f76df98f,False,
apache/kafka,6427,386709b85074ba2e41282335489e1843c3a61605,True,Extract Variable
apache/kafka,6427,4f78e775c00a00235d853b09de0146797dc2fa8b,False,
apache/accumulo-testing,21,52064cf6d1763bfbd0e7f518a0014c6b276b92b1,True,
apache/accumulo-testing,21,648e38696e9fa1d53164a63d85dae03229307440,False,
apache/beam,4419,e1da5f2a09fbe4caf5901a1b3d000234fd49582d,True,
apache/beam,4419,6aeba72f45cc336346e0345d5e6ac38b39f70cfc,False,
apache/beam,4419,8a472cf6303dea2e9b4530b90aae2e4e741fb234,False,
apache/beam,4419,456441427352fac88f4a5646465bff7bba88a818,False,
apache/dubbo,3748,afe19c032861fa6f00b2401fe98d2d9975ad459a,True,
apache/dubbo,3748,2a22ca8e380fb4bff0fb23b32840750eebdf2aa3,False,
apache/dubbo,3748,b4310a9aa33f484b2469197a4a125f73dba8e26c,False,
apache/cloudstack,3333,f6a8e2a4495f2a41274110644b133d96b3e0fa07,True,
apache/cloudstack,3333,4688c2a8a26cacacfc696821789aa5038c1b3e27,False,
apache/cloudstack,3333,27334005875ff96db96ca4b6019558997e75d17f,False,
apache/cloudstack,3333,0582882fea536322a30691cf86cca838fd944d14,False,
apache/cloudstack,3333,6df717c683c38c9a911da0404d9918296afe9794,False,
apache/cloudstack,3333,dd99c591d9f126bf691bd966ea65c25f19a77929,False,
apache/cloudstack,3333,8dcdcb038e34e8faddc700b1f31aa817464e7326,False,
apache/cloudstack,3333,cc44b56f833d5b9d949f475a062232dc92806293,False,
apache/cloudstack,3333,62c53cd9224402e6e960c7a3442784d6b4b9e3c7,False,
apache/cloudstack,3333,4cd031144deaf74e3a1458beb0ce834f5d78dd90,False,
apache/cloudstack,3333,adf7ca4c6d97cedb3b7e4936456ba12788d63593,False,
apache/cloudstack,3333,30b5cd1572d561624d5d4de24a85ea37f9076b58,False,
apache/cloudstack,3333,d42e7de3eb99c23547702061c0bd2895d6b26191,False,
apache/flink,2096,0d3c738e85fed2e161bc724887a4d8ce06a2798c,True,Rename Method
apache/flink,2096,c2f0d805c89c26b9a840662477c0c3b7eb0190c5,False,
apache/flink,2096,06ce4f35633dd8609156e33467daa40d02d77fb1,False,
apache/flink,2096,284a88ed67903f6557490473fc1238181e9cb3ba,False,
apache/beam,4261,1212816bedd21f00553ad97f4bb713c607536c23,True,
apache/beam,4261,b312f87ae302289748871ba580f05a04776fb34b,False,
apache/beam,4261,41f29f49891cbe066410e114e9b7b9757ded331f,False,
apache/servicecomb-java-chassis,698,3be7ca65199e43b1ba1218be430fc49add9ad9da,True,
apache/servicecomb-java-chassis,698,5ca995bbd7edab576366cffbabcfa07256f14274,False,
apache/kafka,4430,819e1e2870e0d75ca4928dd2a0ae39eeb661f9aa,True,
apache/kafka,4430,32dd1962741b5784ffdf9a481d85452731563c98,False,
apache/kafka,4430,4f4728f60d68d61a376113cf4267d7c2c29774b5,False,
apache/servicecomb-java-chassis,969,3c927ebcaa1a563cb972fcf1d0e47fedbcb74851,True,
apache/servicecomb-java-chassis,969,c82ae0e935ee4198bd4129fac9cade78e2ddda6c,False,
apache/cloudstack,3430,4b1a66f0bcc1aac60be9337a358678ce61444042,True,
apache/cloudstack,3430,3e4fd5d0f0a39e151796c69d74bbf8a0b7d534e0,False,
apache/cloudstack,3430,069dd9a270fa362e9c185165067a4224300f92d8,False,
apache/cloudstack,3430,df4eae8d112c703a76b0208546bf8ae41e322e47,False,
apache/tinkerpop,282,c6b9bc7114aa77b69edf942486517c04794c7d45,True,
apache/tinkerpop,282,cbd8200aa26ced615ecd6c1d8eb007ea3417b634,False,
apache/tinkerpop,282,da791aa9b9c772050cf6c7797f28622b7663f1dc,False,
apache/tinkerpop,282,79009e60d5f35cb4fc92801b23ccc1edec8662cf,False,
apache/tinkerpop,282,bef52c611fa1484774df02d049d03bb06f7d07f4,False,
apache/struts,191,dda3facc265d4e1c3b1c60fa2bcc4240953ee35c,True,
apache/struts,191,6b131550a649106766f45c83279b036544afc58c,False,
apache/struts,191,a8ecd9bd297670b048dd3d12ee7211d4984db664,False,
apache/parquet-format,98,1556bf4551c4e75b34a3247cb36957f961d8b768,True,
apache/parquet-format,98,fe9369a476143a9080038a7328184413d128ea32,True,
apache/parquet-format,98,56f7a2faad4e85fe87ce4325abbf60e492459bdc,False,
apache/parquet-format,98,da19cc00d1235a92d478cb503072c93c69e96c70,False,
apache/plc4x,9,75bf337d024698a9319dcb540fcb24fa3609c092,True,
apache/plc4x,9,a919e94e9c144d203c947b9e5f7ecd89d8c9890f,False,
apache/tomee,283,64337e7c97b0a6f3c74416a418b3eb2ef8bee426,True,
apache/tomee,283,e97d3e966d3f05c941a90fad55bee0da5717e219,True,Extract Method
apache/tomee,283,87d837c5515b08f14403fea63186eb6535e936a9,True,
apache/tomee,283,79c9dbb6b00dadfe1c26a69360676a4d5f88583a,True,
apache/tomee,283,1b5b3c571c3a958084d73e38c4ccce9a28aa8970,True,
apache/tomee,283,51893f4cabf21af6bbc2afc87de8945f1a3179a9,True,Change Return Type
apache/tomee,283,51893f4cabf21af6bbc2afc87de8945f1a3179a9,True,Change Return Type
apache/tomee,283,f210fdc5bae89b5819989c5911056edbaa6b4a2b,True,
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Parameter
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Parameter
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Parameter
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Parameter
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Change Variable Type
apache/tomee,283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Variable
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Class
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Class
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Class
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Parameter
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Change Variable Type
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Change Variable Type
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Variable
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Variable
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Merge Parameter
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Parameter
apache/tomee,283,89b319ef81ff0ea206924e565f652cb618976a92,True,Change Return Type
apache/tomee,283,758665d2a3d159fc622d52b4cf6da53455b80a3c,True,
apache/tomee,283,128a9c76ad8a749ae6e4073e670771a823b30612,True,Rename Class
apache/tomee,283,128a9c76ad8a749ae6e4073e670771a823b30612,True,Rename Parameter
apache/tomee,283,128a9c76ad8a749ae6e4073e670771a823b30612,True,Change Return Type
apache/tomee,283,3647d2ce2e3c87a4148a1bfbfba9d8452d82a4d4,True,Inline Variable
apache/tomee,283,176b95d25e32bbf6d5ad33220b34e2624203bd10,True,
apache/tomee,283,a1de7ae7a8f06a0e15e18138b5abc33aeae800dd,True,
apache/tomee,283,cfb51c45edd6cbb10e3528cd1a78dfc7bf4a1064,True,
apache/tomee,283,9946dfece763c81c4dbf3aab614d5eedb44596cb,True,
apache/tomee,283,68004b36d8140a822d69230362add911868683ba,True,
apache/tomee,283,fd73c7c967a2e1a2cedef0ffc245c05b0456ded6,True,
apache/tomee,283,29ab1f47719b4f63f12ccbc8dcc5df81aeddd6ab,True,
apache/tomee,283,2befcebab201e847923ae20da7e370d91d14c6b4,True,Extract Method
apache/tomee,283,f4ccf4ca12cc570668ede182f197befeb4ce45bf,True,
apache/tomee,283,68e4acb93cf82a2fea8e263b506fd06cba26bab5,True,
apache/tomee,283,d141a3705914df78328057faa78ce7b1962ba9ad,True,
apache/tomee,283,7099ae6c9e068732a4f3d0df6b687ee1ac5d5ee3,False,
apache/tomee,283,e4480ca3072af9c4d2df3de4cc1339be10e6345b,True,
apache/tinkerpop,893,ec1d05f74fa875e4a07699dc89c3d1956aab586f,True,
apache/tinkerpop,893,0785090f67ff88a834f77c7181a69594049c65ea,True,
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Parameter
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Attribute
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Parameter
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Attribute
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method
apache/tinkerpop,893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Return Type
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Extract Variable
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Return Type
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Rename Parameter
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Return Type
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Rename Parameter
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Variable Type
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Variable Type
apache/tinkerpop,893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Return Type
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Class
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Class
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Class
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Return Type
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Method
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Variable Type
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Method
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Variable Type
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Variable Type
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Variable
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Variable
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Return Type
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Variable Type
apache/tinkerpop,893,767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Parameter
